Label,TEXT,
1,"I'm 23. I'm a mom and a student. I have been living with my daughter and her father in a rented apartment for 2 years. This year is so difficult and eventful for me that it is possible to move. But now I completely neglected to study. I cannot Ri open the book, nor can I even bring myself to wash the dishes. I don't want anything at all. I just don't want to wake up anymore. It's so hard to live and breathe every day. I do not want to exist, but I understand that by my death I will bring grief to my loved ones. I am completely confused in life.",
1,"It all started after the New Year holidays. For the first time, I was admitted to the hospital with acute pain. They revealed a small ulcer (healed at the moment) and a sharp increase in blood sugar to 12.5. Prescribed a diet. My mother, ""saying my grandmother treated me like that,"" gave me everything except what is included in her. Since then, I almost constantly experience pain in the right hypochondrium, and in recent months, it is stronger, sharp and radiating to the rib and shoulder. There were a couple (GERD chronic pancreatitis) diagnoses that were not confirmed. Celiac disease, a gluten tolerance disorder, is now questionable. Because of the increase in sugar, they put on type 2 diabetes, but the sugars behave very strange. That is about 5, then in a couple of weeks 7.5 per lean. I don't follow Diet 9. Now I try to eat 5. Besides, there is a complete lack of understanding on the part of my relatives (especially my mother). I had to not even take medications (including painkillers) in order not to quarrel with her. In general, my life turned into hell. Suicidal thoughts often arise, but what stops here is that everything will get much worse.",
1,", I am 24 years old. I am a very unhappy and lonely person, so I am writing here. Since childhood, I was very trusting, vulnerable and naive, my mother protected me from everything and overly took care of me, when my father, on the contrary, was very strict, drank and beat my mother. I always saw how my mother tolerates his betrayal and beatings and imperceptibly preserved this image of the relationship for herself. My father was not ashamed of anything, when he was angry, I got it too, and he also told me from childhood that when I grow up I will have to obey a man so that I have a lot of money. When I was 16 years old, my father left us, relations with him did not work out. I changed dramatically, I had a new friend, at first she was so sweet, but then she began to get me drunk, and then spread nasty things about me throughout the school, she also took advantage of the fact that I was also going through a breakup with the guy who left me. Then, when I entered college, I came to my senses a little, began to study well, but even there I had a bad friend, with whom I quietly started drinking, but here terrible things began to happen to me. Once I got drunk to such a state that I did not know where I was, and some guy came to my friend, who eventually raped me, and as I found out later he paid my friend for it. 4 years have passed since then, I have not seen these people again. But for the last couple of months, I have been gnawing at feelings of shame, guilt, and self-loathing for allowing myself to lead such a prodigal lifestyle. After all, if I slept at home, nothing would have happened! I am writing here, because I have no one to share with, I stopped trusting people, I have apathy, in my head all the time these pictures from the past. I really want to cry to my mother, but she does not even suspect, she is sure that I am pristine and had no problems with alcohol. Suicidal thoughts began to come to me, as I am afraid to live on with such a load of dirt that I went through. I regret not being able to do otherwise in the past, now I cannot forgive myself.",
1,"chronically ""unlucky"". Since childhood, I have a black streak. In the courtyard, they mocked and called names, at school they ignored and harassed, could not do anything, was a weakling, was often ill, sat at home, read books, did hand-to-hand fighting in 9th grade, became a little stronger, but started his studies and did not go to college, in the end went to college (economics), was called a nerd in college for 3 years, even the teachers made fun of, somehow graduated. 5 years at home, I read books and watch movies, I can't get a job, although I already have a little experience I worked as a janitor in the camp, I wanted to be a counselor - they didn't take it, again bad luck, they take others, but I got a job. , I didn't work with the boss, I don't know where to go now ... my parents say go and study, but I can't, I have no strength, and it's late already at 28, I don't know what I want in life, there is no goal, there is some kind of emptiness around, everyone is running somewhere, in a hurry, fussing, I just do not fit into this life, awkward, slow, everyone kicks me, tired of me ...",
1,"How tired I am ... 11th grade, a complete blockage, daily stress and terrible exhaustion. I am not the smartest girl, which is quite strong in this situation.",
1,"I don’t want to live, it’s very painful for me, I will soon be unable to bear it ... Living is very painful, boring, and not interesting ...",
1,"I've been living in hell for the last three years. I hate myself, I'm afraid of crowded places. It seems that I am very stupid, slovenly, untidy. No matter what I do, nothing is fun. I study and work, but everything is difficult. Suicidal thoughts are calming. I just don't know what to do with it, because it only gets worse. There are no friends, there are friends. There is no relationship, I think, partly due to the fact that I have a complete lack of sex drive. And I can’t love anyone either (I think this is also normal in the absence of self-esteem). Nobody died for me, nothing bad happened. Before there was a normal guy, there were friends and girls.",
1,"Publish exams this year. I am 14 ... I live with my grandmother, mom and dad are divorced and hardly communicate.",
1,"Yes,  everyone. Also everything is very sad. All my life I depend on games. Before, when there were las vegas slot machines igoal, there were problems and debts, but not the same as now. When they were closed I did not play for about five years, probably. Then I found out. about online casinos and started playing. The debts were not big, but they were. Now there is a lot of debt. How to live on I don’t know. As well as everything a million times swore and still there. The aunt took over 350,000. I thought I’ll not play everything, I’ll pay. A month later I climbed up again, and then again and again. In general, there are about 800 thousand debts in a loan, and even microloans I scored 60,000 and interest is dripping there. My wife knows about half of the debts. I’m already at the limit. For about a year I have been playing continuously. I’ve already drawn everyone into my bondage. I'm tired of crying, I have bad thoughts in my head. How will they react if I’m not there. I’ve probably been drinking a sedative for a year. I’m thin, well, in short, a drug addict. My mother’s blood pressure rises if she doesn’t survive to find out about some debts. The salary is about 70. I pay 35,000 loans, so far. I don’t understand how to be what to do. Why do I need all this, why all those who surround me. How to bring everything back.",
1,"All my life I have been trying to be no worse than others. But almost always I find myself in outsiders. At work, there are eternal problems, mistakes for which I get from the boss, there is no outlet at home, I always feel tired. I want to close my eyes and never wake up again, but it never happens. I often plan my death, but cowardice does not allow me to take the last step.",
1,"The thought of death does not leave me. I'm tired of living, I feel that if I don't exist, then everyone will be better. I have few friends, if you can call them that. All my classmates have fun, walk, they enjoy life, but I do not I don’t like myself, I’m also shy, afraid of people and boring. There were attempts to kill myself, 3-4 times. I tried to make friends, but for them I’m basically a spare.",
1,. I can not take it anymore. I want to die,
1,"I cannot continue to live like this, the dearest and closest person left me, who always promised to be there, took and abandoned me. Nobody understands me, and you know why it's hard for me to forget him and let go because I love him very much and because I completely trusted this person, gave myself to him completely and we had a serious relationship with him, you know, I didn't trust anyone like him, This is the first time for me, I feel very bad, tell me how to continue to live, if you are constantly tormented by memories with this person, and he left you, what should I do, I have only one way out to leave forever and live in peace",
1,I want to commit suicide.,
1,I feel constantly tired and lonely.,
1,"It seems to me that life is very difficult for me, I am not able to cope with difficulties and even easy tasks through self-doubt, I am not satisfied with my body, I cannot accept this, the disease torments the robot not all suits me, the family continues to scandal I insult from childhood itself, I cannot leave I can either work as a mother or sit with a small sister when everyone is working. It seems to me that I am not from this family at all, as I was kind of phlegmatic among choleric people.",
1,". I am 26 years old. Studied as an electrician and work as an electrician, I love to cook and bake. I live with my parents, grandmother and mother, and my older brother. And my problem is that I am lonely, and a nice guy, slender.",
1,Perhaps all this will not seem serious to you. Compared to other problems. Anyway.,
1,"I am twenty years old. Three years ago, right after school, I left St. Petersburg to study in Israel.",
1,". My name is Yana, I am 26 years old, I live in Krasnodar. The situation is such that I think about suicide, I have depression. I have a child, she goes to kindergarten. Her dad left me still pregnant, I was stupid, young and not I knew about guys, I thought I was good and turned out to be whoever. I live with my mother, my mother works, she helps with my daughter very well, but she has been drinking since my childhood and is getting worse and worse, her health is poor. I also got sick and I don’t work. I can’t and don’t want to, I have only school education and I suffer from depression and mood swings. A long time ago, I met one guy via the Internet, he helped me with my daughter and helps me to this day, calls me to get married, but I don’t want I marry him, I don’t love him at all, he annoys me, there have been many quarrels over the years, misunderstandings, there is no disrespect for him, I don’t perceive him as a man, not externally, not internally, my daughter calls him dad, she is 4 years old, she understands everything.In general, with him, I am because of habit, help mat and because of my daughter, I confessed to him a hundred times that I I don’t like him, offered to leave, even threw, said that I wanted him to let me go and find the one that would love him, but he was in no way, he was watching over me, I regretted it all over again, I knelt down, I don’t like him at all only I'm sorry for the child, but I hate him for all those bad words that he caused me, he is a very heavy person, I DO NOT UNDERSTAND and outwardly I do not like people. I hate when they look at me, stare, I'm very afraid that someone will be rude to me, and a conflict will ensue, but I shouldn't be nervous, what will anyone think of me, about my appearance and TD, I'm not a beauty, but I'm not ugly either, I have a big a tattoo and it annoys me when they stare at her. Conflicts with my mother, also misunderstanding, she also drinks with character but feeds, provides. Help, I don't know why I live, I want to die, but I'm afraid",
1,"I had a very difficult childhood. My mother is an adopted child and she was brought up in terrible conditions, she was constantly yelled at and insulted in every possible way. Grandma did the same with me. My father is an alcoholic and I got it all the time for this, she insulted me every day, constantly kicked me out of the house, shouted that I should be the best student and that I have no right to make mistakes. My father scored on me. I have never received support and love from him. He is the most indifferent person I know. Mom fell into religion and became a fanatic, I have no problems with God, I believe in him, but I can't talk to her in any way because any of her Advice comes down to the fact that I must pray and believe. I tried to go to a psychologist, spent 2.5 years and a lot of money, but I don't like the result. Situations from the past haunt me in one way or another. There is no strength to endure. Constantly thinking about suicide",
1,"The whole life seems to be complete delirium. When I was little, my parents worked abroad. And I lived anywhere - with my grandmother, with my aunt, that is, I was not particularly needed by anyone and no one was involved in education. Mom returned, we became very close, we were best friends, and dad stayed to work. When I was 8, my younger sister was born, everyone immediately fell in love with her, I hated her. None of my relatives paid special attention to me and I hardly spoke to my mother. Mom loved reading my correspondence, threatening friends. It hurt a lot, but no one seemed to notice it. In the 5th grade, Mom fell ill with cancer. At 6, I fell in love for the first time, love turned out to be mutual, but I considered myself too little + because of my mother I was upset and cut off the connection with that guy. I went into equestrian sports, he helped me recover spiritually, but I had to quit. This depressed me even more. In 2016, dad came, we all lived together. At the beginning of the 9th grade, I again began to communicate with that guy (I still loved him), we began to ""date"". Although this relationship was like a kindergarten - we always fought, did not even kiss (I was very afraid). He was constantly jealous of me, once he pushed me into the fountain out of jealousy (although I never gave a reason). But I was glad that he was with me. We began to get closer to my mother, we could talk with her for hours, I made friends. Our first kiss with that guy was when we were together for 10 months already. On August 11, 2017, my mother died, it was very hard for me, they took me to the hospital. He then began to climb to me very much, even bought condoms, inclined me to sex .. Then again a scene of jealousy, he called me names in every possible way as he could, hit me .. Blood, tears, we parted, I went back to the hospital. Since then, I have been afraid to strike up relationships with guys. I miss my mom wildly. I still have a younger sister, my mother said to take care of her, but I cannot. I was always lazy and it was hard to do something. After my mother's death, I do not want to see anyone, hear, I can not leave the house for a month. At home, chaos, our dishes may not be washed for more than a week, everywhere srach. I would very much like to deal with this all, put things in order, become a good sister, daughter. But I can not. I can’t bring myself to do something. I just want to die. There's no one to even talk to, it's a shame. Dad constantly says that it is hard for him after the death of his mother, he has problems, and that I whine. He thinks that I have a very cool life and only he has problems. I don't even know how to decompose all this, to tell.",
1,"! I am already an adult, I am 30 years old. And maybe it will seem stupid to someone, but it's really hard for me, and the feeling of hopelessness pushes me to suicide.",
1,"Recently, more and more thoughts of suicide began to appear. Now my main problem, which oppresses and makes me think about leaving, is possible blindness. Vision deteriorates, doctors only shrug their shoulders, eye diseases are not one and one disease clings to another. You start to treat one, you can harm the other. Doctors recommend waiting to the limit and when it becomes very bad and there is nowhere to go, then proceed to active actions and operations. Because of these problems, I am constantly in myself, I have no personal life. I do not want to be a burden to someone if trouble comes. It is difficult to get a job, because for medical reasons I can't do much. There are no relatives, no friends in the good sense of the word either. I have no one to help if I go blind. I do not count on our government. And most importantly, I don't want to live blind. I don't want to suffer. I could adapt to such a life, but I don't want to. I have a different character. Therefore, I am now at the crossroads and have become very thoughtful about what to do. I am an unbeliever and I do not believe in all this nonsense with hell, heaven, but at the same time, I do not want to leave myself. And I understand that trouble will come, I will get rid of such a life and this, too, will most likely be a death sentence.",
1,"Three weeks ago my half-year happiness collapsed overnight. The person with whom I lived this time turned out to be far from who he pretended to be. Everything he told about himself turned out to be a lie (90%). Briefly: convicted under a grave article (robbery), was in prison, a gamer (including losing my money), a liar (to get money from me, he lied that his grandmother had died), a thief (stole from me). I, in turn, have 2 higher education institutions, I work in a management position, and I have very good career prospects. There is a child who calls this dad.",
1,"All life is skewed. My beloved left, stayed with two children, my father died and it seems I am in some sense guilty. Everything is bad with work. I appropriated 10,000 rubles because I needed money. And disgusting to myself. Such a person should not live. I want to die for a long time!",
1,"Good day to all! My story began with my hobby for online casinos, at first my salary was enough to replenish my gaming account, then I took loans and credits, recouped, closed a part and again all over again, and after I started stealing money at work, I removed large sums using my position, I lost everything to zero, and now the phone is being torn apart by collectors, at work the bosses began to suspect something was wrong, all the gold that I had was handed over to the pawnshop, while no one knows about this problem, but apparently this is not for long, yet a little bit and everything will be revealed, I hate myself, I hate for everything that I have done, for the way I framed everyone around, I am afraid to imagine what will happen when everyone finds out about everything, I can’t bear it, I don’t want to see it, I I don’t want to live, there’s no man, no debts, I’m so tired of this aimless life, I’m so tired of waking up every morning from the calls of the collectors and living in eternal lies and fear, I understand that it’s all my own fault, and there’s probably only one way out to nowhere",
1,I can not take it anymore,
1,"Hey. My name is Nastya. I am 13 years old. If there are mistakes, then I'm sorry I'm from Ukraine and I don't know Russian. Everyone says that I am only 13 and I can't have problems. I'm tired of living. I'm tired. I don't want to live like this. Mom is drinking. Dad drinks too. Help nothing. I live with my grandparents. Grandma is always not happy with my grades. I try as best I can. I am the best student in the class. I always come home before 18:00. I always help around the house. I have almost no friends. There are friends and classmates. But I hate them. I had a friend too, Nastya. At 13, she slept with a guy since grade 11. Walks until 5 am. I stopped communicating with her. Sonia was also a friend. But she also walked and drank at night. We also have a boy named Dima in our class. He constantly annoys me with his vulgar jokes. Sometimes I feel like crying, I feel lonely. I don't want to live. Whatever happens at home, it's always my fault. We have a Pikinesse dog. His name is Marik. Grandfather loves him more than anyone. I'm serious. He calls him son. When we eat, he eats borsch himself, and gives meat to Marik. I'm running errands. Do that, do that, bring it, give it, go don't bother. I'm a little plump. And my aunt always offends me. Says you take up a lot of space or the like. I tried to run, I try not to eat a lot, but I can't. My grandfather also says that I only think about guys, but that's not true. When we go to visit someone with relatives, he says that Nastya said she was going to get married. She can't read, but she's getting married. This is so maddening. I read a lot, when I said that I would stay in the library, my grandfather told you just to climb. I have a brother. He was given a tablet for 6 years. He broke it for a month. He stood with his feet on one end and took hold of the other with his hands and bent it. They buy him expensive toys and clothes. He is my cousin. My grandmother gave birth at 15. She has 3 children in total. The eldest Tolya, my middle dad, and my younger aunt. When we were sitting in the kitchen with my aunt, she said it would be better if your dad died and not Tolya. Nobody loves me. Nobody needs me. My grandmother told me that she didn't like going to the boarding school. I don't even have my own room. The three of us live in the same apartment. When I left school, I met two classmates. One threw a squeezed pack of cigarettes in my face, and they laughed together. Then the next day I spoke to them, they were silent. It was in front of everyone. Everyone thought that he was good, he is not silent, he will stand up for himself. But this is just with them. I wanted to cry with resentment. Take-all. Eternal reproaches. On August 30th I am 14 years old. I would so much like a holiday. But I know that nothing will happen. They will again say that I will not go through the door soon. I weigh 50 kg. I think that's a lot. I eat once a day. I think I'll lose a little bit of weight. Sometimes I really want to tell everyone how I hate them.",
1,"I have no strength to live. I'm tired of going to university. It turned out to be very difficult, moreover, I realized that the specialty in which I study did not suit me at all. I chose the economic sphere, although a complete zero in mathematics. I'm only in my first year, of course it's not too late to change my specialty, but I'm afraid how my parents will react. From the group I communicate with only one girl. I'm very tight-lipped. It's not difficult for me to get to know each other, but for some reason I can't communicate with them after they met. I speak very quietly. I try to speak louder with all my might, but nothing works. It's not because of shyness or self-doubt. But simply, physically I cannot speak louder. I study in another city, far from home. I am very sad because I miss my family and school friends. My whole life is crumbling. Feeling like I'm stuck in a dead end and don't even know how to get out of it. I want to communicate freely with everyone and not feel so lonely. But I don't even know how. For the past few years, there is no desire to live. I was open and sociable as a child. And now she is very closed in herself and I don't even know how to fix it all. I can't even communicate well with my family. I feel superfluous and unnecessary. Has become very vulnerable. Any word can hurt me. Moreover, I have poor posture. The neck protrudes forward. It looks awful. There is no time to fix all this. The study is too hard and there is simply not enough time. Sometimes I think about what I have turned my life into. I would like to die, but I'm afraid to do this. I want to cry out loud, but I can't even do that, since I live in a university dormitory. I am ashamed to go to a psychologist. There is no one to speak out.",
1,Twenty years of marriage.,
1,"Good afternoon! For a year now I have been depressed, twice was on the verge of suicide, but while it’s scary to cross the line, something prevents me from taking this step! But events are moving towards the fact that I understand sooner or later I will do it.",
1,"I don't understand what's going on. I am in the 4th year of medicine, I always studied perfectly well, but after the 3rd course there were 4 retakes. One subject was left with one last try. Initially, she wanted to enter the Faculty of Dentistry, but before admission she was blinded in her left eye, then the inflammation spread to her right. They ate scrambled out. my father yelled that I was a fool and applied to the medical faculty. Scandals began with him, he intimidated that ""he would turn off the tap."" The mother did not interfere. All his life he beats her, humiliates her. She bore him 4 children and says that because of us she cannot leave him. I hate myself for her torment. Then I left to study, my father put my brother and me in a small one-room apartment, and so the nightmare began ... It's like a cage from which there is no exit or I just can't see it. Parents called home and God forbid I was not at home after 6. My brother beat and humiliated him, but in the 3rd year he finally demolished the tower. He was jealous of all the guys, yelled why I needed someone, if there was one, he stuck like a bath leaf, my clothes seemed defiant to him, he was angry that I was talking with friends, hit on the head, pushed hard, that I fell to the floor , threw things in the face. All these 3 years I cried to my mother, asked for help. She did not interfere. After the 3rd course, when I failed all the exams, blew the roof off, I cursed my mother, shouted that she had abandoned me, she did not let me go, I pushed her hard and even hit her hand. Now our every conversation turns into a scandal. I do not understand what is happening to me, my mother with her last words, I roar. They did not resettle my brother, they said that there was no money and ""close the hook on him"", I cannot go into the kitchen, drink tea, because he is there. I confessed, my father said that I would commit suicide if I did not urgently take up my mind. I love my mother, but her mother with terrible words, in the summer she grabbed my hand, I tried to unhook, she did not let go, and then she pressed so hard that something cracked. I want to die. I can not do it anymore. In the spring, her father broke her nasal septum + concussion. I realize what a trash I am and can no longer.",
1,"I'm tired of living. I am 54 years old. I have lost everything and I have nowhere to wait for help. I have nowhere to go. I don't want to live anymore. When I was in the military, I was appreciated. Then I was an opera, I was not appreciated by the authorities, but I tried to be fair. My rule has always been ""Help everyone, at any time."" And so I hit the wall. You can fight against it, but there is no strength. I don't want anything else but one thing. I really want to die. Resentment gnaws at me ""... for the aimlessly spent years."" I want peace, but it is not and probably will not be, at least in this life. Nobody needs all my skills now, and no one needs even myself. I am not an angel, I have done a lot of bad things in my life. Every time I mentally ask for forgiveness from God and people, but obviously I did something that is impossible to forgive. I guess I lived wrong. Maybe God will take pity on me and grant me death. I really want it, I'm tired of my own worthlessness. I asked for forgiveness mentally. Now I have the opportunity to declare here ""PEOPLE FORGIVE ME IF IT IS POSSIBLE !!!"".",
1,"I'm tired of my wife's lies, her communication with her exes and not only, and not long ago I saw a correspondence with one of her employees in which he replies to her that he would not mind trying something with her in terms of relationships .. Every day we move further and further away from each other. She says that this is due to the fact that we often swear, and we swear because she is lying to me and because of her too close communication with her exes and male employees. I’m tired of living this way, and if it were not for my two children, I would have committed suicide long ago. I don’t know what to do, how to live, I don’t want to live.",
1,"I do not want to live, in my 23 years I have never had sex, all conversations with girls come down to an exchange of phrases and constant awkward silence, today my only friend got married, I behave at his wedding like a beaten dog with his head down, an acquaintance slept with a girl with whom I was secretly in love, I want to tear everything and toss everything to shreds, although there is no fault on his part, I am a blunt, I just do not understand myself - I am constantly silent, I myself am not a coward in terms of, for example, jumping from a parachute, but I just can't find the strength to solve seemingly mundane questions for such a standard guy,",
1,", my name is Lisa. And lately I have had severe bouts of depression. The point is, I have no friends. I tried to communicate with classmates via the Internet, went to circles, but everything is useless, I don't know what to talk to them about. Most of them just don't hear me. This silly hope is holding me back ""maybe it will be better later?"" No, it will not. I'm tired of all this. I want to die",
1,", I don't even know where to start exactly ... I just don't see the point in my future.",
1,"I would like to die, but I cannot do it, cut my hands at the most and that's it. I’m bad with mathematics, I don’t understand anything at all, and if you don’t understand mathematics, then you won’t be able to normally solve physics, chemistry, computer science. And I also went to the programmer, I'm a complete idiot. I always get away with everything. Appearance, of course, I have something else shit. I’m a social phobia, I can’t walk down the street calmly, it seems to me that people are looking at me, assessing me, because of this, my steps go astray and I get nervous every time. I'm very sentimental, I'm sorry for everyone, I help people on occasion. When I sit on the 1st desk, I have an internal panic that everyone is looking at me. I can not take it anymore. I have no friends left, only 2-4 and they are not in my city. I can't get to know anyone, I'm VERY shy. I don’t know what to do anymore, I don’t see any reason to live, all the same, after all, we will all die, for this, apparently, we were born",
1,"My wife left me. I cannot accept the fact that she will have a new man. The scene is constantly before your eyes, as another touches it. I tried my best to distract myself, to occupy myself. Nothing works. No sleep, no appetite. Everything falls out of hand.",
1," everyone, I want to ask you for help. Parents swear, father drinks, mother gets nervous. They call names at school, problems with teachers, I'm like an actress who puts on masks. And they change every time. I feel very bad, I have had thoughts of suicide more than once, there have been cases of suicide. I really want you to help me, my soul hurts.",
1,"I do not feel any joy, no pity for others, no feelings, care, I can not feel anything. My extreme emotions are just anger (which can flow into rage or anger) and a state of mental, so to speak, ""intoxication"" (the opposite).",
1,"I want to die. There is no more desire and strength to do something. There is no pleasure in anything. I want to quit school, quit tennis. I gave myself time to change something in myself and in my life, to find something worth living for, and so on. But I won't live that long. I want to commit suicide as soon as possible.",
1,"I have a small fish store. Due to constant price increases, demand fell sharply. There are only debts left in MFIs. News like a snowball. The situation is hopeless. The only way to end this all at once, only by suicide. There is no more strength.",
