text,label
"I haven't been able to get a job for a year. I know there are problems that are much more serious, but perhaps this is a problem of one of the stages of life. After graduation, I went to various interviews. I was not looking for something in my specialty, because higher education is just for show, so that I just have a diploma. I still regret it. I am a creative person, I could not get a grant and did not want to pay for it, but my relatives forced me not to be worse than the others and sent me to study on special. which is cheaper. The main thing is a diploma .. I am a closed person, so I was looking for something where it was not necessary to talk to people (clients?). I went to internships, I will not praise myself, but I did everything, without any interruptions like answering personal calls, chatting with colleagues, even having lunch for a maximum of 30 minutes to do more business and please the bosses. But to no purpose. I don't know what the reason is .. after several unsuccessful internships I gave up. And here's another internship .. again something is wrong and I have a seizure .. how I grabbed my lower back .. For 2.3 days I somehow moved around although I tried not to show it. Naturally, the authorities did not like this and sent him to 'get treatment'. That's it .. I finally gave up .. I don't care about life .. I feel like nobody .. Against the background of these stresses I feel mentally ill .. I have never had this. I donât want to see acquaintances, relatives and friends, someone is in another city, someone got married / got married and I donât want to see them because of insecurity .. ashamed in front of everyone .. no matter how corny it sounds, I want to die .. Yes, I am a weak person ... I can't get myself together. If I can't overcome this, I don't know what will happen when there will be more serious problems. every time I read or see in the news about accidents I dream to be in their place .. if I wrote all this on paper on a sheet of dry space there would not be left .. there is no one to talk about it because it's a shame, but I could not even tears will simply flow down about my problems, but I can't put in a word ..",Depresion
"Help me, I don't know where to turn, it's very bad, I want to die.",Depresion
I do not even know where to start.,Depresion
"I am 14 years old, I want to die, there is no point in living. My brother only thinks about themselves and because of him, my mother always cries at night, does not sleep and will not eat now, my mother hurts. What to do, give advice",Depresion
"I don't know why I live, it feels like I was born for some unknown reason. Every person is loved and needed by someone, and I am superfluous, always superfluous. I am in any team like a wall or a door, it seems to be there, but Nobody notices. Before, even though there was a friend, but gradually our communication came to naught, and there was no one else left.",Depresion
", my name is Sasha, I suffer from neurosis. I will not see myself and all the people around me. I cannot accept myself. Sometimes I really want to die. I can hardly feel any feelings, for example: Love, compassion, pity.",Depresion
"Good evening everyone. I do not even know where to start. The fact of the matter is that I do not remember the starting point. I am 21 years old. I am a student at a technical college. People say I'm a normal person, but I think about suicide every day. Now I am suffering from severe acne, probably since the age of 14. Now I am in the hospital for the third time. He has already treated with what it is possible. Only Roaccutane remained (if you know what I mean). Atrophic scars on the temples and chest. There was never a girl. There were complexes at school because of completeness. Now I am in good physical shape (many may envy). Those. with appearance the only problem is terrible acne (conglobata on the chest). The fact is that I am not sure that even if somehow miraculously I am cured, and even if there is no acne, sooner or later, it will go away, and I understand that. But it seems to me that I no longer need life. I am not interested in anything. I go to a psychotherapist, I drank antidepressants. He says I'm mentally healthy. A year ago, my classmate committed suicide, although there were no problems with appearance. Of course, I believe in some kind of higher power, like God, because I would not write this message) But you know what is funny. I feel like a god myself. I have no fear at all. Those. if someone close to me dies, it won't matter. My family loved and loves me very much, we have money. A car, an apartment, I almost graduated from college, but it's not easier for me. What could be the reason? I have watched porn since my teens. Now I'm trying to quit, although I understand that everything is pointless. I do not smoke. I haven't been drinking alcohol for six months. Before, I sometimes drank with friends ... I told everyone, both friends and parents. Nobody understands, though, that there is. My peers now have sex, alcohol, etc. Maybe they will have this problem too. Thanks for reading)",Depresion
". I have a difficult situation that makes me think about suicide. All my life I have tried to be a good person. He studied well, worked at a prestigious job. He married a beautiful girl. Everything was perfect. Even the children that we have now were born ideally: the boy is the oldest firstborn, the girl is the second younger child. But that all changed a few months ago. A criminal case was opened against me, as a result of which I will lose my freedom for a period of 10 years or more. I cannot bear the judgment of others. People turn away from me. All my relatives and friends suffer, looking at my situation. I stopped sleeping because of this, fear haunts every day, I want to die. At the age of 12, I almost died on the operating table from acute inflammation of the lymph node of the throat. Was in a coma for 2 days. Then he painfully returned to life, all this was accompanied by epileptic seizures. The doctor said about the lesion of the cerebral cortex. I shouldn't have survived. Today is my birthday. I turned 33 years old. Like Jesus Christ, who died at 33, I want to die at this age. Society is rejecting me, trying to take away the best years of my life right now. I won't see my children grow up. Why will my wife and family need me as a convict? I can't find a job.",Depresion
". I visit this site quite often, I read requests and understand many people. Today I decided to write myself, I donât know why, but in the hope of help. Someone may be familiar with this situation, and will tell you how to get out of it. At the moment of my life I feel emptiness, helplessness, apathy, envy, and pity and anger at oneself. This cannot be done, but I know. I will try to convey my thoughts, belief. Do not judge strictly, it's all on emotions. I'll start with the fact that 7 months ago my worldview completely changed. There was a psychological trauma - this is the loss of a loved one. I opened my soul to her, although I myself did not know what was going on there. .And then it started. Reconsideration of all life. Then only opened my eyes to this harsh world. The fact is that I did not live in reality, I lived in my little world, I dreamed a lot, I felt safe there. And when I opened my eyes it became very scary, as if I were one against the whole world. Having found this out, he began to read information on the Internet.",Depresion
"It seems to me that it will not be better. The worst thing happened to me. Today I have been left without a penny of money, without food, without a job. Ahead is a court for debts and most likely a prison ... All turned away, and a couple of people who did not turn away help in words. But words don't mean anything to me. Everything will be fine does not work. It won't be good anymore. where to come from good. I went to the employment center there they said close the inactive SP then we will help you with work collect certificates but this is not a matter of one month, but what is there now? Nowhere to go, and you think one way out can die?",Depresion
"! I accidentally wandered into this site, I think that at least here I can speak out. I am 23 years old, I have been a drug addict in recent years, I also had alcoholism, gambling addiction, in general, I collected all the hardships for life. I have a huge amount of debt that does not allow me to start a new life, I defeated addictions, gave up all this, went in for sports, but this financial problem does not give me rest, it devours me at the very thought. It's hard for me to deal with this. I am a kind guy, handsome, never showed that something was eating me, looking at me people think that I am a bright person - it's hard to hide it all from everyone. Recently, thoughts of suicide have been visiting, I don't even think about how my parents will be without me. I have debts from the bank, relatives and friends. It's very hard for me to overcome this. I found a job, but for now I will earn only a fraction of it, so that to pay off at least 10% of the debt, another 20% will appear. I came to the church thinking that these are only temporary difficulties - God's trials, but this does not help me in any way. I cry at night, although I am strong spiritually and physically.",Depresion
"Help me please, I don't know what to do. I can't do this anymore .. It all started a long, long time ago. From the moment I was born. Iâm probably an unwanted child, I donât know. What do I remember from childhood? Continuous screams, scandals, shouts, tears, the way my mother beats me, and my father protects. And that's all .. This year I broke down completely, the constant mockery of classmates, a drinking grandfather, unrequited love, my father recently left, where I don't know, but they didn't get divorced for sure .... everything influenced me so much that I went crazy. I began to cut myself, from January to April I did not leave home, I scored to study, as there were mockery of my appearance, I decided to lose weight, I had bulimia, my grandmother, who constantly reproached me for living here, took me to a psychotherapist ... An antidepressant was prescribed. I started helping and I went to school. A week passed. And then everything began to deteriorate again .... I again stopped leaving the house. I began to hide my face, tantrums happen even for no reason, I began to lose weight again. In my head, some calorie counts. I have serious heart problems and fasting is contraindicated, but I am starving. In other matters, this is not the case, I stupidly cannot eat, there is no appetite. I was left for 2 years. Well, I don't care ... Thoughts about death. And then we move. New city, new school .. It would seem that everything should be fine. But all this did not last long. Every day screams, she can pounce on me at any moment. I just don't say anything anymore. I just roar without stopping for days. I'm tired, I can't do this anymore. Every day, op. For no reason at all.",Depresion
"I don't even know where to start. I'll start practically from the very beginning. The whole family (father, uncle, grandfather) are all chauffeurs. I also decided to follow in their footsteps. I get settled in the same place where my father worked, almost always went together. In April 2015, I was on vacation. My father went on a business trip and got into an accident there and crashed to death. I was in a terrible depression, I could not find a place for myself, for a long time I could not believe that this had happened ...",Depresion
"I have a story. I entered the university, very good and my studies did not work out right away. It was hard to finish the first course, as the second one burst out. A lot of time has passed and I have accumulated a lot of debts as well as lies to my parents (that I rent, etc.), and then one day I was expelled. They called mom directly and reported the incident, dad tried to somehow save the situation, but it was also useless. There is a lot of abuse, jokes, serious conversations, and I am restored to this university and study again. My father insisted that I started all over again, all over again, although I had to return only to the session. And because of this, I did not go to pairs, (I considered it unnecessary, since I had already done all this and I have everything). Time passed, time for the session and then it turns out that I was expelled. How do I tell my parents? This will upset them very much, my father is capable of very cruel acts (once he kicked me out of the house when I just went home with friends on vacation, although I had to call in to his work), in general, he is not nervously stable, like me, in in this we are alike. Thoughts are slowly approaching suicide. I don't know how to tell them. Help",Depresion
"I'm doing well: I'm 33 and I have a good job, I decided to die, because there is nothing but work. I prayed for a long time, went to the monastery as a hard worker, asked for the strengthening of my faith, now I know: there is no God, there is nothing, after death there is emptiness, and this is good, because this is the end of pain and loneliness.",Depresion
"I dated a young man for 3 years. Two years ago, he beat me badly, after which he kept spreading rot all the time (I only deserve this attitude, I just have to do what to beat. I don't deserve the best, I'm ugly, fat, I don't have my own opinion and I never will, I never I won't achieve anything, etc.) after two years of bullying and beatings, we parted. From that moment on, the thought of suicide does not leave me, since from that moment a nightmare began in my life. He continues to scoff at me, humiliates in front of friends (he cleaves, throws off personal photographs that he took when we lived together, threatens with violence and does not allow me to establish a personal life, because all the young people with whom I want to at least just communicate, he starts write and throw off these photos.) 9 months have passed, and this is still going on. I don't communicate with anyone because of this, loneliness is already spinning, communication is terribly lacking, and against the background of all this, my self-esteem has dropped ... I stopped eating at all ... complexing about my figure ... and recently I want to settle the score from life ... I really lack communication, and at least a little attention, and that this person disappeared from my life forever ... I think this nightmare will never end ... Even trying to contact the police, move, change the number, go to school or work does not help ... does not help get rid of it and get rid of suicidal thoughts.",Depresion
", my name is Nastya, I am 17 years old.",Depresion
"My name is Albert, I am 24 years old. I was at a corporate party yesterday, there were many of my colleagues, director, friends. I got very drunk there and ... I disgraced myself in plain sight ... All this was filmed and posted on the network. I donât know how Iâm going to live, Iâll probably die of shame ... The director gave me two days off, Iâm very ashamed to go back to work ... I donât need to live now ... I am completely depressed by this. I will die soon.",Depresion
